Orthogroup	Actinidia_chinensis	Aegilops_tauschii	Arabidopsis_thaliana	Brachypodium_distachyon	Brassica_napus	Brassica_oleracea	Brassica_rapa	Cajanus_cajan	Capsella_rubella	Capsicum_annuum	Chenopodium_quinoa	Cicer_arietinum	Citrullus_lanatus	Citrus_trifoliata	Cocos_nucifera	Cucumis_sativus	Cucurbita_moschata	Daucus_carota	Elaeis_guineensis	Eucalyptus_grandis	Eustoma_grandiflorum	Fagopyrum_esculentum	Fragaria_vesca	Glycine_soja	Helianthus_annuus	Hordeum_vulgare	Lactuca_sativa	Linum_usitatissimum	Lotus_japonicus	Manihot_esculenta	Marchantia_paleacea	Medicago_truncatula	Musa_acuminata	Musa_balbisiana	Nicotiana_benthamiana	Oryza_sativa	Panax_ginseng	Phaseolus_vulgaris	Phoenix_dactylifera	Poncirus_trifoliata	Populus_trichocarpa	Ricinus_communis	Sesamum_indicum	Setaria_italica	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Sorghum_bicolor	Trifolium_pratense	Triticum_aestivum	Triticum_turgidum	Triticum_urartu	Vigna_radiata	Vitis_vinifera	Zea_mays	Adiantum_capillusveneris	Alsophila_spinulosa	Amaranthus_hybridus	Amborella_trichopoda	Ananas_comosus	Apostasia_shenzhenica	Arabidopsis_halleri	Arabidopsis_lyrata	Arachis_hypogaea	Azolla_filiculoides	Boechera_stricta	Brassica_cretica	Brassica_juncea	Brassica_rapa_FPsc	Camelina_sativa_Acsn226	Camelina_sativa_Ames1043	Camelina_sativa_Borowska	Camelina_sativa_CAM116	Camelina_sativa_CAM70	Camelina_sativa_CN113611	Camelina_sativa_Giessen4	Camelina_sativa_Joelle	Camelina_sativa_Licalla	Camelina_sativa_Lindo	Camelina_sativa_Prytzh	Camelina_sativa_Svalof	Capsella_grandiflora	Cardamine_enshiensis	Carica_papaya	Castanea_mollissima	Cephalotus_follicularis	Ceratodon_purpureus	Ceratopteris_richardii	Chara_braunii	Chlamydomonas_reinhardii	Citrus_sinensis	Crambe_hispanica	Cucumis_melo	Dendrobium_catenatum	Descurainia_sophioides	Diptychocarpus_strictus	Ectocarpus_siliculosus	Eruca_vesicaria	Euclidium_syriacum	Eutrema_salsugineum	Ginkgo_biloba	Glycine_max	Gossypium_raimondii	Iberis_amara	Isatis_tinctoria	Klebsormidium_nitens	Lens_culinaris	Lens_ervoides	Lobularia_maritima	Lunaria_annua	Lupinus_angustifolius	Malcolmia_maritima	Malus_domestica	Marchantia_polymorpha	Marsilea_vestita	Megacarpaea_delavayi	Megadenia_pygmaea	Metasequoia_glyptostroboides	Morus_notabilis	Nelumbo_nucifera	Orychophragmus_violaceus	Physcomitrella_patens	Prunus_persica	Rosa_chinensis	Salvinia_cucullata	Schrenkiella_parvula	Selaginella_moellendorffii	Sinapis_alba	Sphagnum_fallax	Spinacia_oleracea	Spirodela_polyrhiza	Tarenaya_hassleriana	Thlaspi_arvense	Thlaspi_arvense_var_AK34W	Thlaspi_arvense_var_Ames_32873	Thlaspi_arvense_var_LorettoMN	Thlaspi_arvense_var_MN106	Thlaspi_arvense_var_MN134	Thlaspi_arvense_var_PI650286	Vicia_faba	Zostera_marina
OG0000037	2	20	1	1	71	21	21	40	3	92	154	53	1	0	1	26	9	14	2	10	133	20	14	47	231	3	38	3	28	25	0	18	4	0	36	12	578	18	17	8	5	24	11	0	60	94	93	3	14	10	11	0	24	2	11	1	1085	0	0	2	47	1	0	1	0	0	0	3	0	5	5	5	9	6	8	4	8	7	8	7	5	0	28	150	7	110	1	73	6	0	1	33	36	73	2	0	0	10	5	0	1	0	213	22	21	3	165	0	3	17	3	2	34	0	0	18	3	17	17	0	65	0	0	3	0	2	0	0	0	8	2	17	41	1	0	0	0	0	0	11	1
OG0000038	0	34	11	27	679	386	182	13	25	0	28	5	0	8	0	0	0	35	0	0	4	40	7	6	10	21	8	3	94	6	0	67	0	0	0	49	51	0	0	9	3	0	0	28	0	0	1	57	32	43	39	21	0	0	96	0	0	0	0	0	0	7	8	0	0	15	16	36	10	16	17	16	22	24	17	17	16	19	17	13	15	6	14	0	27	0	1	0	0	0	1	113	0	0	6	2	0	372	66	1	0	0	0	164	22	0	0	0	2	0	0	55	1	0	0	7	0	0	1	0	18	0	8	0	0	0	0	0	1	1	0	0	17	10	11	10	10	8	9	43	0
OG0000039	26	65	11	16	40	28	17	33	22	23	14	26	5	29	17	6	1	52	32	147	5	3	28	44	14	61	14	31	34	38	0	89	46	9	20	43	22	59	21	29	32	17	15	22	16	10	51	26	68	156	106	162	58	130	27	0	1	10	12	46	9	12	9	133	0	14	4	28	13	30	32	33	33	42	30	31	32	36	33	29	37	10	19	6	31	2	0	0	0	0	18	15	5	15	21	6	0	31	11	6	3	72	49	2	98	0	51	50	4	9	13	11	59	0	2	4	12	16	31	17	16	1	134	33	0	5	0	20	0	11	27	2	10	10	11	7	6	8	6	31	0
OG0000040	17	68	11	8	65	25	27	66	10	18	22	28	5	5	15	23	6	23	21	11	51	2	19	101	104	30	114	3	74	28	0	26	75	6	22	20	138	57	71	7	55	8	9	16	26	31	29	66	31	161	35	9	22	90	100	2	214	9	135	3	12	9	9	779	6	5	9	6	11	0	1	1	0	1	0	0	0	1	0	0	0	3	25	4	53	64	1	31	191	0	7	0	16	61	0	5	0	1	3	9	1	39	14	2	5	0	35	39	7	0	4	0	15	0	0	11	8	119	5	12	26	0	29	0	1	10	2	4	0	15	4	19	0	4	4	4	4	4	4	25	1
OG0000041	0	14	8	6	332	156	129	0	37	20	15	14	0	0	2	0	0	70	4	0	0	46	6	87	209	6	59	6	316	0	0	98	0	0	35	33	24	29	0	7	11	0	0	2	3	11	4	13	136	56	7	11	0	0	69	0	0	4	0	9	0	56	32	127	0	8	220	74	94	18	18	22	28	18	16	14	18	13	15	16	18	14	21	0	10	0	0	0	0	0	3	154	0	0	19	97	0	491	68	54	0	9	0	546	565	0	139	196	9	18	1	68	10	0	0	4	3	0	0	0	212	0	1	1	0	22	0	134	0	13	0	2	154	50	46	57	40	37	53	39	0
OG0000042	16	85	28	25	49	30	25	21	21	32	41	8	16	19	17	14	21	21	13	65	44	34	18	34	33	74	36	37	12	47	27	20	81	24	29	33	20	16	50	31	44	21	16	34	15	16	41	40	14	208	78	185	11	63	35	5	103	16	22	31	5	25	26	28	7	25	16	49	24	54	53	54	56	56	53	54	55	52	51	54	52	17	56	13	58	16	36	31	0	0	39	22	14	11	19	19	0	45	25	23	25	43	46	27	59	3	15	16	15	21	9	23	19	1	13	13	16	60	13	4	19	24	14	8	6	16	28	41	45	20	8	10	28	26	25	26	26	26	26	34	17
OG0000043	1	72	10	18	47	13	15	10	5	164	212	19	0	118	0	3	0	49	5	0	5	4	32	33	186	25	273	0	47	27	0	78	0	0	45	17	18	0	0	79	29	0	0	37	3	14	87	26	24	130	19	20	0	0	47	7	58	5	0	0	15	5	1	346	2	11	0	6	24	0	1	1	2	2	0	1	1	0	1	1	1	3	2	0	60	155	1	49	0	4	10	58	2	43	14	0	0	107	33	32	0	3	43	234	140	3	28	30	3	23	1	11	110	8	0	0	1	1	1	0	22	0	26	3	1	1	2	0	3	28	0	9	42	24	14	23	21	23	22	36	10
OG0000044	29	46	16	26	58	26	29	36	19	25	29	24	18	30	31	21	17	20	31	41	22	25	21	42	38	29	26	38	35	22	17	63	89	27	21	33	32	30	45	24	19	20	19	29	20	19	34	28	55	137	96	165	35	15	34	0	2	3	17	26	17	14	14	32	0	14	16	57	29	54	53	53	57	57	51	54	57	54	55	54	54	16	16	11	37	14	3	1	0	0	19	29	19	41	18	15	1	43	18	11	8	44	28	41	45	0	37	35	17	12	23	11	18	10	6	11	14	34	22	18	25	1	14	21	0	14	3	38	0	21	12	11	18	15	17	15	15	16	16	34	19
OG0000045	7	36	29	7	180	82	79	20	44	9	68	43	5	20	9	6	2	71	12	42	16	23	28	38	93	19	19	24	67	110	0	81	3	1	40	14	67	10	7	19	26	6	21	10	6	6	10	14	93	78	60	147	28	12	7	0	0	9	0	0	1	33	30	125	0	126	21	57	42	56	52	59	57	52	51	51	52	62	59	55	48	22	39	1	23	14	0	0	0	0	2	136	2	1	96	30	0	199	54	34	0	8	34	281	486	0	7	8	28	61	5	92	21	0	0	22	26	2	24	9	28	0	44	4	0	13	0	24	0	1	2	99	203	60	57	46	51	58	55	26	13
OG0000046	39	56	14	35	59	26	23	29	18	22	31	18	29	20	13	31	44	23	15	37	25	24	35	36	42	54	38	29	24	23	18	26	93	27	40	35	21	26	22	26	25	15	20	29	24	22	30	33	22	178	74	177	20	23	30	31	36	7	11	11	10	9	12	33	13	13	17	37	21	39	38	41	44	45	42	40	40	40	39	40	39	12	20	9	17	9	8	20	0	1	15	23	14	11	13	19	0	32	13	13	8	24	24	20	30	0	17	14	11	19	15	15	27	13	19	10	7	15	13	15	16	14	40	22	8	9	10	31	9	8	5	12	13	13	12	12	12	12	12	14	9
OG0000047	42	37	26	34	35	16	17	40	19	27	43	16	15	75	35	16	30	15	37	140	11	9	42	38	60	31	41	26	11	37	11	57	54	6	14	33	16	19	36	55	60	23	21	24	12	14	27	25	36	98	68	124	33	39	14	6	41	19	33	26	5	19	16	99	0	38	15	39	22	40	36	37	54	53	38	37	35	40	39	35	42	16	31	6	90	4	3	11	0	0	68	23	17	10	22	22	0	34	34	16	9	39	52	47	79	0	24	20	21	17	10	24	62	9	4	12	14	14	31	33	20	0	128	58	6	11	0	25	6	10	16	9	16	16	17	17	17	16	17	17	50
OG0000048	33	64	16	27	65	35	33	26	16	22	25	24	21	17	23	21	31	26	25	20	36	34	11	54	35	33	26	24	24	30	1	30	128	34	18	23	38	28	22	17	34	17	19	36	22	22	23	29	36	167	73	151	24	19	36	5	30	14	12	20	11	13	14	18	2	16	21	60	26	44	39	41	41	42	42	40	43	43	39	40	40	13	30	15	17	14	1	11	1	0	14	30	19	16	16	12	0	48	15	14	14	47	27	32	33	1	19	18	17	26	35	13	26	1	0	17	12	8	16	16	26	2	30	9	5	14	2	41	3	1	12	21	13	14	14	14	14	14	14	23	13
OG0000049	4	0	0	0	1	0	0	2	0	1	221	115	0	14	0	0	0	4	0	0	0	101	6	147	323	0	47	4	442	0	0	22	0	0	0	0	0	164	0	9	0	0	0	0	0	0	0	0	198	0	0	0	33	1	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	11	0	0	0	7	137	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0
OG0000050	35	7	38	8	136	75	73	46	41	40	21	35	39	28	6	33	57	28	7	26	30	22	28	84	66	7	40	54	24	53	3	38	49	16	44	9	74	23	8	25	30	34	25	12	37	42	42	9	26	21	10	24	28	26	14	2	0	26	7	5	3	23	29	136	0	47	48	139	75	102	102	102	102	97	103	102	104	103	101	99	102	28	55	26	18	6	0	2	0	0	22	79	38	8	34	38	0	105	50	32	10	131	74	65	144	0	50	44	29	48	39	33	41	0	0	29	30	16	11	35	51	0	64	28	2	24	2	112	0	18	9	43	34	34	34	35	33	35	35	8	13
OG0000051	50	14	22	12	88	44	42	37	24	45	20	26	23	26	20	21	36	44	22	59	42	24	18	71	47	11	28	46	25	30	1	34	124	33	27	14	74	32	24	28	34	21	24	14	34	32	33	16	34	37	25	44	35	38	16	8	19	10	7	9	13	15	21	18	3	19	24	73	37	49	46	48	52	48	51	46	52	50	46	52	50	17	32	10	14	14	10	5	0	0	16	37	16	13	17	18	0	54	17	19	22	56	44	27	55	0	29	24	20	30	25	17	29	2	1	23	20	20	19	13	32	17	33	13	4	19	2	52	14	5	6	24	19	17	18	18	18	18	18	23	10
OG0000052	7	9	36	10	147	67	72	20	45	62	45	12	6	69	1	9	6	63	3	131	4	7	25	40	44	12	42	30	20	45	2	72	3	0	18	30	19	22	2	55	48	7	17	20	39	49	79	9	52	31	34	48	26	35	5	0	10	23	2	2	1	19	31	119	0	60	93	182	87	92	105	105	132	126	111	113	111	105	105	89	104	30	55	6	83	8	0	0	0	0	60	69	10	10	92	54	0	176	77	44	2	56	90	86	314	0	25	22	18	15	1	25	47	1	6	9	41	13	25	10	61	0	84	29	0	21	1	94	0	8	4	14	80	90	79	68	78	86	83	30	3
OG0000053	25	68	16	20	33	18	16	12	18	13	36	29	6	18	25	40	15	20	24	18	13	20	18	21	11	35	12	18	23	23	1	34	114	32	17	19	41	15	24	16	25	15	8	29	10	9	16	21	51	174	123	236	17	30	11	0	0	7	31	7	9	10	25	16	0	26	16	31	18	47	46	44	47	45	46	44	48	45	39	48	43	18	20	10	32	12	0	0	0	0	12	21	41	9	19	51	0	48	38	27	21	17	27	17	162	1	20	20	8	10	14	16	35	0	0	7	13	10	26	19	13	0	48	10	0	15	1	18	0	5	8	22	25	23	24	23	21	24	23	30	6
OG0000054	46	25	23	22	91	46	43	26	23	23	28	16	25	18	21	25	43	28	20	22	43	33	17	47	40	22	26	32	22	31	1	21	111	37	42	24	42	23	22	19	28	18	22	25	23	23	23	23	20	72	44	56	25	19	33	12	16	20	9	15	9	18	21	41	9	19	31	67	35	55	54	55	57	55	55	54	55	56	55	54	55	18	36	14	13	18	2	18	0	0	16	37	21	12	18	18	0	55	18	18	7	47	29	27	52	0	19	21	19	30	30	18	26	1	9	24	17	8	16	18	34	2	31	8	7	18	4	50	4	12	15	29	19	19	18	18	18	18	18	19	10
OG0000055	14	106	11	31	36	14	19	10	19	17	35	6	3	14	12	5	8	34	22	4	6	7	58	5	37	34	29	20	20	10	0	4	34	9	20	23	32	4	23	16	15	10	11	41	18	20	23	41	18	257	153	274	2	4	21	0	0	6	1	3	1	3	2	4	0	2	0	12	8	6	6	5	5	5	6	5	5	6	6	6	6	2	2	3	13	3	2	0	0	0	12	3	4	6	1	2	0	12	1	2	0	1	14	1	11	0	2	1	2	3	8	2	12	0	0	2	2	0	10	8	3	0	8	20	0	0	0	3	0	7	1	2	1	2	2	2	2	2	2	2	0
OG0000056	23	27	27	11	79	37	37	24	29	35	24	20	21	32	10	21	24	56	12	34	34	14	16	39	40	27	55	41	18	19	3	32	21	5	25	16	101	35	14	36	56	16	29	16	22	20	24	13	26	81	51	89	32	21	14	5	24	16	8	3	9	25	30	46	2	28	38	82	38	87	91	89	92	88	87	86	87	91	86	89	92	27	30	17	28	5	3	4	0	0	48	31	24	10	26	29	1	48	30	31	10	62	53	58	163	1	30	36	24	32	15	27	24	3	10	27	25	20	19	7	35	1	74	15	1	23	3	56	2	17	3	16	28	27	31	27	29	27	27	34	1
OG0000057	19	59	2	13	4	2	2	25	6	29	16	7	4	102	16	5	5	25	36	139	8	8	21	43	40	25	58	15	13	23	0	48	104	18	7	10	30	16	38	64	25	6	3	10	7	8	27	9	26	114	101	162	24	47	3	0	0	4	3	4	2	7	3	80	0	6	1	3	2	3	3	3	3	3	3	3	3	2	3	3	3	4	3	5	64	7	0	0	0	0	39	2	6	2	6	2	0	3	4	1	3	51	51	2	34	0	16	19	1	2	13	6	36	0	0	1	3	2	9	27	1	1	63	22	0	1	0	3	0	6	9	6	4	3	3	3	3	3	3	20	0
OG0000058	23	28	15	16	40	20	21	33	13	30	25	23	22	35	19	23	16	41	16	46	55	39	16	33	42	22	33	30	21	24	14	28	46	18	30	25	50	25	20	30	22	26	18	21	24	23	21	25	28	77	63	86	24	29	24	17	51	12	25	17	15	16	15	56	10	14	31	43	19	42	43	43	45	45	43	43	43	45	45	40	44	13	25	15	40	29	22	18	0	9	27	18	22	25	17	18	5	28	13	13	21	53	42	24	72	7	43	63	13	13	28	15	44	11	8	16	15	44	15	26	23	20	55	24	14	15	30	34	20	19	21	19	16	14	14	14	14	14	14	28	12
OG0000059	26	36	20	27	75	40	34	22	21	16	34	19	14	16	14	16	25	18	20	20	38	20	19	39	32	34	18	29	20	28	26	23	80	22	32	27	29	18	21	15	21	15	18	23	21	21	20	26	53	99	47	105	19	16	29	36	75	10	9	17	10	18	18	39	22	19	23	70	35	56	54	55	55	53	56	54	56	55	54	56	55	20	34	15	20	14	20	49	8	1	14	35	15	8	21	21	0	57	24	24	28	42	30	33	66	3	21	24	25	30	24	22	30	24	33	20	18	30	13	20	31	24	32	11	13	19	13	55	21	29	6	21	19	19	18	19	19	18	19	24	8
OG0000060	13	40	22	17	76	33	38	19	33	18	18	13	16	11	14	18	50	42	15	11	22	21	12	27	23	41	35	30	16	23	0	16	68	24	23	31	23	15	17	15	17	15	15	22	30	35	18	32	21	120	55	133	15	12	27	1	19	7	6	7	4	11	11	11	3	16	9	68	19	50	51	49	72	73	46	47	49	52	48	49	52	13	35	9	14	8	0	14	0	0	13	27	15	7	15	23	0	27	24	16	15	7	41	37	54	0	17	20	11	17	15	16	11	0	7	16	11	20	7	15	23	0	16	4	2	20	0	24	0	8	10	14	14	15	15	15	14	15	15	22	5
OG0000061	0	70	0	5	375	87	74	2	8	58	101	0	0	0	0	0	0	51	0	0	3	0	31	0	117	0	60	0	5	0	0	9	0	0	138	16	9	0	10	7	0	0	14	0	62	138	34	39	28	5	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	8	0	2	3	4	2	4	2	3	3	2	3	2	4	1	10	0	10	397	1	0	0	0	0	33	0	0	3	1	0	58	9	1	0	1	25	91	82	0	0	0	3	29	0	8	104	0	0	4	3	0	0	0	46	1	46	8	0	4	0	0	0	0	0	1	21	10	8	10	12	8	10	8	0
OG0000062	0	249	2	19	34	40	7	12	3	1	201	1	2	4	0	0	0	1	1	2	1	9	0	36	302	7	158	0	84	2	0	10	0	0	4	29	53	2	0	1	1	5	0	47	8	12	7	63	16	91	7	0	7	0	15	0	29	5	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	5	8	0	0	21	0	2	0	0	8	0	0	0	1	0	6	0	0	0	0	0	0	0	3	0
OG0000063	33	17	20	13	61	31	29	26	17	27	29	26	22	20	16	20	31	35	25	25	35	27	16	43	32	14	22	30	33	27	9	27	100	28	36	21	50	26	28	20	26	18	28	15	26	30	33	15	31	39	23	45	24	30	17	10	23	13	14	17	15	11	13	39	9	15	12	50	26	44	39	41	46	47	41	40	44	44	39	38	39	12	32	20	18	19	10	16	1	0	24	26	18	16	17	14	0	45	15	14	45	45	36	33	45	4	19	22	19	23	36	17	28	23	11	15	11	74	19	19	24	16	41	11	8	11	10	45	11	11	15	21	14	14	13	14	14	14	14	27	8
OG0000064	30	20	17	20	55	28	28	30	17	14	25	27	20	22	25	18	24	24	23	26	46	24	14	50	36	23	21	23	30	27	17	28	122	37	31	20	39	26	24	19	30	18	20	21	14	13	15	21	26	54	36	55	27	14	28	3	7	11	4	8	8	7	7	33	2	9	5	28	12	24	24	24	24	24	24	24	24	24	24	24	24	9	14	9	9	7	1	4	0	0	9	12	11	10	8	9	0	20	9	7	4	30	14	13	29	0	15	13	8	12	16	8	16	0	5	9	8	4	9	10	14	5	12	5	1	7	3	20	1	6	8	11	8	8	8	8	8	8	8	12	9
OG0000065	20	35	23	16	62	27	30	20	22	19	15	33	13	16	8	30	41	13	14	28	24	25	21	29	15	30	12	40	31	22	0	23	74	22	15	24	27	20	14	23	17	14	26	19	13	16	17	24	39	102	66	128	19	18	20	0	0	5	4	5	4	12	11	9	0	17	21	58	28	43	40	39	44	43	40	40	41	38	37	40	42	10	23	12	13	8	0	0	0	0	12	20	76	4	13	16	0	51	14	14	0	27	15	45	47	0	26	26	15	19	25	15	15	0	0	8	13	0	11	6	21	0	20	10	0	13	0	42	0	3	1	16	19	13	13	12	13	13	13	40	1
OG0000066	7	156	4	13	9	4	4	57	4	15	154	54	4	4	2	17	3	57	6	3	4	7	5	160	38	19	1	10	38	43	0	15	0	0	8	49	29	21	1	0	3	2	24	16	22	24	14	46	5	116	54	68	15	16	62	0	0	3	114	100	15	4	4	437	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	104	18	0	0	0	0	2	0	30	15	0	0	0	0	0	3	0	11	328	0	1	0	6	10	3	0	6	0	3	0	0	3	3	0	6	2	4	0	9	2	0	3	0	0	0	7	0	3	0	3	3	3	3	3	3	20	0
OG0000067	23	27	19	15	76	37	39	20	21	27	45	17	13	11	10	13	25	37	12	20	27	36	16	37	51	25	27	22	18	17	1	25	68	18	43	14	36	18	12	11	23	11	24	17	32	31	34	16	21	82	42	92	17	11	17	2	12	26	3	6	3	17	18	14	4	17	25	68	38	48	49	48	52	50	53	48	51	51	48	48	47	17	36	7	11	9	0	33	0	0	10	37	12	4	20	17	0	53	16	19	6	25	24	32	78	0	22	24	21	29	23	17	16	1	6	20	18	10	10	14	33	2	18	6	7	17	3	48	8	11	4	16	25	23	21	23	23	23	23	18	5
OG0000068	21	37	13	34	35	15	16	18	13	14	18	19	13	23	11	12	13	22	15	41	39	15	23	35	25	29	28	30	22	15	25	31	86	22	8	28	39	25	16	20	15	14	27	26	16	17	19	25	30	97	49	115	24	28	17	11	176	13	52	15	9	8	10	25	4	13	9	32	18	27	25	24	27	27	26	23	27	27	26	25	25	8	17	11	32	11	20	117	0	0	17	16	13	14	8	11	0	24	8	12	15	38	59	17	51	1	25	24	14	11	17	13	20	15	13	8	8	34	14	12	23	9	30	13	9	8	11	17	8	10	20	12	9	9	8	9	9	9	9	25	20
OG0000069	16	12	49	9	114	64	63	21	62	27	42	55	14	13	15	12	28	13	20	30	17	19	7	22	38	11	12	27	46	13	2	43	62	25	28	13	19	19	26	12	12	7	9	14	21	29	21	11	52	36	25	38	36	20	11	6	22	16	16	21	10	30	37	20	6	32	45	109	49	81	70	72	78	77	76	70	80	80	68	72	75	47	61	10	53	9	9	25	1	0	13	44	12	8	60	60	0	58	50	49	9	24	17	71	147	1	37	30	18	36	12	79	14	2	6	17	22	20	10	7	47	9	16	7	7	32	14	77	11	27	9	60	29	28	28	32	28	28	29	41	9
OG0000070	0	163	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	58	0	0	0	66	0	366	235	392	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
OG0000071	40	8	152	4	121	62	67	6	79	23	21	5	19	35	9	21	16	118	8	25	13	13	10	10	94	7	53	6	6	10	0	10	33	7	17	16	80	7	8	22	17	8	13	10	16	16	24	6	8	22	14	33	7	16	4	3	5	3	11	4	3	57	58	18	3	120	48	145	66	132	128	119	205	205	130	135	134	123	117	118	125	74	57	23	51	22	4	9	0	0	16	82	14	3	87	84	0	232	144	96	6	10	123	233	631	0	6	5	82	46	3	86	14	0	4	8	38	23	16	11	102	3	32	7	2	25	0	95	0	2	9	45	117	104	100	106	101	105	107	6	2
OG0000072	24	16	38	15	74	38	35	21	35	27	32	45	17	18	14	20	25	23	20	16	27	23	13	39	23	17	22	28	22	23	0	18	89	33	38	19	37	20	24	20	24	17	24	18	18	18	17	19	23	49	30	49	22	16	28	7	36	12	8	13	8	19	19	38	2	19	16	59	30	55	47	52	56	53	53	53	54	56	47	47	51	16	30	13	10	11	1	7	0	0	14	28	13	12	13	20	0	43	16	18	5	30	23	32	36	0	17	17	14	20	36	20	24	0	5	12	13	3	12	12	22	0	24	6	3	14	4	46	0	7	8	20	16	17	17	15	17	17	17	18	16
OG0000073	0	0	3	0	94	45	36	45	17	132	92	51	0	0	7	0	0	6	0	0	68	1	0	20	21	0	35	0	27	171	0	56	0	0	193	0	4	72	33	0	8	4	10	0	13	23	52	0	50	1	2	2	57	0	3	0	0	0	0	0	7	56	4	13	0	1	39	1	4	1	0	1	2	1	1	0	1	0	1	0	2	0	45	0	0	0	0	0	0	0	0	12	0	15	1	3	0	15	21	1	0	5	0	10	1	0	13	31	8	14	0	8	0	0	0	24	3	0	0	0	24	0	0	0	0	21	0	4	0	0	0	11	14	4	10	6	4	5	5	6	0
OG0000074	18	39	40	23	108	59	60	12	37	10	19	7	8	17	28	10	11	12	30	38	4	23	6	21	6	33	5	24	9	15	16	19	49	16	13	30	26	10	34	17	20	13	6	30	8	8	11	31	19	94	72	121	11	16	26	13	14	16	30	14	6	29	35	28	7	47	46	107	47	91	94	88	97	95	89	95	89	91	89	86	92	30	45	5	28	5	29	24	0	0	16	45	10	12	40	34	1	107	39	23	39	32	23	49	108	0	16	8	28	30	11	27	20	22	3	25	32	81	11	27	39	0	25	17	4	24	5	80	14	9	7	19	39	34	39	38	36	38	36	9	8
OG0000075	22	58	19	26	58	28	28	9	17	20	25	12	8	18	11	9	14	18	19	18	28	19	14	21	39	40	23	7	14	18	10	17	63	6	30	23	33	9	18	16	25	14	11	27	12	13	13	27	15	136	70	129	14	11	21	31	43	10	6	4	9	10	22	18	1	11	2	57	29	49	46	41	49	47	43	42	43	44	45	40	45	17	22	9	18	8	17	41	9	7	21	22	10	16	12	11	6	49	22	15	28	6	24	24	74	10	9	0	15	19	13	16	22	12	0	18	11	29	9	3	23	23	36	2	2	13	14	36	19	17	10	17	13	14	15	13	14	14	14	18	11
OG0000076	29	20	18	18	38	17	19	24	18	19	20	19	25	21	30	24	25	23	34	23	24	21	19	26	24	19	25	33	20	21	1	20	84	23	35	22	49	22	40	22	21	26	17	18	21	21	20	17	19	55	30	64	22	36	17	0	5	8	8	24	22	13	12	30	1	14	12	27	12	41	43	44	42	42	43	43	41	43	43	44	42	13	19	26	21	13	0	0	0	0	18	11	19	28	18	9	0	18	12	13	0	45	19	17	38	0	17	16	12	15	12	13	30	0	4	10	18	1	22	41	15	0	56	11	3	15	26	18	7	7	30	22	12	14	14	14	14	14	14	25	14
OG0000077	8	50	14	26	16	11	11	6	11	92	88	1	0	63	20	2	0	24	23	143	0	24	15	12	2	31	0	4	3	10	1	4	26	3	3	46	11	9	20	34	17	9	1	33	5	4	7	23	7	127	87	139	5	67	8	1	0	25	0	10	0	8	7	9	0	11	9	15	8	11	11	10	19	21	12	11	11	11	11	12	11	11	10	3	31	1	0	0	0	0	18	9	4	8	15	13	0	16	24	9	9	8	37	20	20	0	6	6	5	4	1	8	19	0	0	3	7	44	5	5	9	0	59	24	0	5	0	12	1	25	0	3	2	4	6	3	4	4	4	1	5
OG0000078	21	25	13	23	54	27	27	25	15	17	15	30	19	21	17	16	19	14	15	23	26	15	21	27	10	30	8	20	17	16	8	27	96	33	33	27	25	22	18	22	26	19	29	22	14	16	17	20	41	68	46	75	24	19	21	24	61	8	15	15	19	10	12	40	12	9	22	50	21	40	39	39	42	39	43	37	40	44	38	42	42	13	28	15	17	12	4	16	0	0	15	18	15	15	12	16	0	39	14	14	8	29	14	15	40	1	22	25	14	21	21	15	24	4	22	14	16	14	11	9	24	5	38	13	13	12	16	40	13	22	6	20	12	12	12	12	12	12	12	19	12
OG0000079	15	36	5	23	13	8	7	27	4	16	44	18	12	10	17	13	13	13	16	30	12	14	16	41	28	29	20	33	22	25	1	32	76	30	18	25	12	21	15	15	21	18	14	22	20	19	22	27	35	109	60	109	26	22	21	8	30	8	32	7	2	2	5	34	5	4	4	14	5	9	10	9	9	9	10	9	9	9	9	10	10	3	4	5	20	6	1	27	1	0	17	6	9	11	5	4	0	12	4	4	9	27	16	13	14	0	23	24	4	8	20	4	12	2	7	3	2	49	5	18	7	1	26	3	0	4	11	5	7	13	6	3	2	2	2	2	2	2	2	25	10
